Index,Type,Case Number,Intelligence Number,Transaction_Fraud Payment,IR_Fraud Payment,GroundTruth_Fraud Payment,Transaction ID,Found in Source,Transaction_Located,Found in IR,IR_Can Be Located,GroundTruth_Can Be Located,IR_Suspect Number,GroundTruth_Suspect Number,Transaction_Transaction Date (value),Source_Transaction Date (value),IR_Transaction Date (value),GroundTruth_Transaction Date (value),Transaction_Originating Amount,Source_Originating Amount,IR_Originating Amount,GroundTruth_Originating Amount,Transaction_Originating Currency,Source_Originating Currency,IR_Originating Currency,GroundTruth_Originating Currency,Source_Cancel Amount Requested,GroundTruth_Cancel Amount Requested,Transaction_Originator Name,Source_Originator Name,IR_Originator Name,GroundTruth_Originator Name,Transaction_Originator Account Number,Source_Originator Account Number,IR_Originator Account Number,GroundTruth_Originator Account Number,Transaction_Originator Bank Raw,Source_Originator Bank Raw,IR_Originator Bank Raw,GroundTruth_Originator Bank Raw,Transaction_Beneficiary Name,Source_Beneficiary Name,IR_Beneficiary Name,GroundTruth_Beneficiary Name,Transaction_Beneficiary Account Number,Source_Beneficiary Account Number,IR_Beneficiary Account Number,GroundTruth_Beneficiary Account Number,Transaction_Beneficiary Bank Raw,Source_Beneficiary Bank Raw,IR_Beneficiary Bank Raw,GroundTruth_Beneficiary Bank Raw,Transaction Type Source,Transaction Code Description,Source_Transaction Channel,IR_Transaction Channel,GroundTruth_Transaction Channel,Source Remarks,Remarks,Q1
239,ADCC,39,1,5,5,5,62b6f82b-3818-409f-b053-9e545873adef,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,SCB,SCB,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
240,ADCC,39,1,6,6,6,d41de91e-323f-4f37-b331-837cb8e00b31,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,SCB,SCB,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
241,ADCC,39,1,7,7,7,98fdd8e1-213b-4bfc-a38b-8beb1db13372,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,SCB,SCB,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
242,ADCC,39,1,8,8,8,cf59eeb7-91a6-4600-a358-d34111d6e3ed,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,SCB,SCB,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
243,ADCC,39,1,9,9,9,ffaf409f-6dca-47bf-ba2b-9a14c94f28fe,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,SCB,SCB,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
244,ADCC,39,1,10,10,10,282d57e2-099d-4881-b7a0-d7099723735a,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,SCB,SCB,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
245,ADCC,39,1,11,11,11,4ffa8e15-682d-4a31-b37c-1a050177d0fc,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,SCB,SCB,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
246,ADCC,39,1,12,12,12,b64273d9-4d85-4a71-80dc-0d302d178b6d,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,SCB,SCB,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
247,ADCC,39,1,13,13,13,4fdadea5-881e-4516-9c7a-2834c12f484d,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,SCB,SCB,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
248,ADCC,39,1,14,14,14,332c7def-bf7a-4066-9c45-025037b5b4c7,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,SCB,SCB,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
249,ADCC,39,1,15,15,15,d7485ed2-ac93-43cb-aeac-2b036d08a30c,True,True,True,True,True,1,1,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,70000,70000,70000,70000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,STANDARD CHARTERED BANK (HONG KONG) LIMITED,SCB,SCB,STANDARD CHARTERED BANK (HONG KONG) LIMITED,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
254,ADCC,41,1,1,1,1,a7b67e63-4eaf-402b-bc62-e73ed095a0be,True,True,True,True,True,1,1,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,100000,100000,100000,100000,CASH TXN CREDIT,HKD,HKD,HKD,,,,CHEUNG TAK SHING,,CHEUNG TAK SHING,,,,,,,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,,HSB,HASE,HSB,CCCS,CASH DEP VIA CDM/BCDM -  AC INPUT (TOUCH SCREEN),,cash,cash,,,
271,ADCC,45,1,1,1,1,56cf127d-3e3a-41fa-b75c-ca6200fab4e3,True,True,True,True,True,1,1,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-06 00:00:00,2025-01-06 00:00:00,147585.59,147585.59,147585.59,147585.59,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,CHEUNG TAK SHING,MR CHEUNG TAK SHING,CHEUNG TAK SHING,222-222222-101,222-222222-101,222-222222-101,222-222222-101,,HSB,HASE,HSB,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,FPS 122222221,111-111111-101,111-111111-101,,HSB,HASE,HSB,CUTF,Default transaction,,,,,,
272,ADCC,46,1,1=3,1,1=3,8bc79c2c-3080-445c-a8cf-1cd476a2ac3a,True,True,True,True,True,1,1,2025-01-17 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,200000,200000,200000,200000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN ,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,,HSBC,HSBC,HSBC,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,WIRE-TRANSFER CREDIT,,,FPS,,same name HSBC account,
273,ADCC,46,1,2=4,2,2=4,0c1eaeaa-5b66-46cd-99da-d57f52ead4a9,True,True,True,True,True,1,1,2025-01-17 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,4000,4000,4000,4000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN ,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,,HSBC,HSBC,HSBC,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,WIRE-TRANSFER CREDIT,,,FPS,,same name HSBC account,
287,ADCC,49,1,1,1,1,9efec3dc-bb03-4c9b-a71c-4121d437b0d2,True,True,True,True,True,1,1,2025-01-16 00:00:00,2025-01-16 00:00:00,2025-01-16 00:00:00,2025-01-16 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,CHEUNG TAK SHING,444-4444444-101,444-4444444-101,444-4444444-101,444-4444444-101,The Hongkong and Shanghai Banking Corporation Limited,HSBC,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,111-111111-101,FPS 122222221,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,HSB,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
1,HSBC Referral,1,1,1,1,1,aa50d8f8-ab15-4336-a6dc-bc75043ec68e,True,True,True,True,True,1,1,2024-10-06 00:00:00,2024-10-06 00:00:00,2024-10-06 00:00:00,2024-10-06 00:00:00,40000,40000,40000,40000,HKD,HKD,HKD,HKD,,,YEUNG KAI,YEUNG KAI,YEUNG KAI,YEUNG KAI,666-66666-601,222-222222-101,666-66666-601,666-66666-601,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited  ,HSBC,The Hongkong and Shanghai Banking Corporation Limited,CHAN TAI MAN,Nil,CHAN,CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CUTF,UNRELATED ELECTRONIC     TRANSFER CREDIT,,,,,,
5,HSBC Referral,3,1,1,1,1,b7f9e8c1-b04e-4077-99b4-a53517b57e4d,True,True,True,True,True,1,1,2024-07-10 00:00:00,2024-07-10 00:00:00,2024-07-10 00:00:00,2024-07-10 00:00:00,1,1,1,1,HKD,HKD,HKD,HKD,,,MISS YEUNG KAI,YEUNG KAI,MISS YEUNG KAI,MISS YEUNG KAI,666-66666-601,666-66666-601,66666666601,666-66666-601,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,Mr CHAN TAI MAN       AND OTHERS,CHAN TAI MAN,CHAN,Mr CHAN TAI MAN AND OTHERS,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,,
8,HSBC Referral,4,2,2,2,2,2904669d-89b2-4f79-b854-62b167048737,True,True,True,True,True,1,1,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,1248,1248,1248,1248,HKD,HKD,HKD,HKD,,,TSANG SIU MING,TSANG SIU MING,TSANG SIU MING,TSANG SIU MING,666-66666-602,666-66666-602,666-66666-602,666-66666-602,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,MR      CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,122222221,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,,,
9,HSBC Referral,4,2,3,3,3,c046e1ea-2b63-4d3c-a527-79a9a1e0f1df,True,True,True,True,True,1,1,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2010,2010,2010,2010,HKD,HKD,HKD,HKD,,,TSANG SIU MING,TSANG SIU MING,TSANG SIU MING,TSANG SIU MING,666-66666-602,666-66666-602,666-66666-602,666-66666-602,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,MR      CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,122222221,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,,,
10,HSBC Referral,4,3,4,4,4,3c80c491-b4c9-4ed3-89b6-8ad2f0d2184a,True,True,True,True,True,1,1,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2460,2460,2460,2460,HKD,HKD,HKD,HKD,,,XIE PANGAN,XIE PANGAN,XIE PANGAN,XIE PANGAN,666-66666-603,666-66666-603,666-66666-603,666-66666-603,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,MR      CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,,,
11,HSBC Referral,4,3,5,5,5,41998ee2-6e3f-4907-9a98-683c04ceba3b,True,True,True,True,True,1,1,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,300,300,300,300,HKD,HKD,HKD,HKD,,,XIE PANGAN,XIE PANGAN,XIE PANGAN,XIE PANGAN,666-66666-603,666-66666-603,666-66666-603,666-66666-603,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,MR      CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,,,
12,HSBC Referral,4,4,1,1,1,7fc11c95-d502-425f-9c25-da398ed56a9a,True,True,True,True,True,1,1,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,5000,5000,5000,5000,HKD,HKD,HKD,HKD,,,YEUNG KAI,YEUNG KAI,YEUNG KAI,YEUNG KAI,666-66666-601,666-66666-601,666-66666-601,666-66666-601,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,MR      CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,FPS,FPS,,,
27,HSBC Referral,5,1,1,1,1,1fd9e993-bbbb-44ca-ba74-56f5359e0e03,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,25500,25500,25500,25500,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,NIL,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
28,HSBC Referral,5,2,2,2,2,191ec06e-88eb-4ccd-bc9f-c426d9f4d1ab,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,50000,50000,50000,50000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
29,HSBC Referral,5,2,3,3,3,bf09dff6-4fa6-4ad9-8767-2ecbac3572a5,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,56000,56000,56000,56000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
30,HSBC Referral,5,2,,,,,True,,,,,,,,2024-11-12 00:00:00,,,,25500,,,,HKD,,,,,,MR CHAN TAI MAN,,,,333-333333-101,,,,The Hongkong and Shanghai Banking Corporation Limited,,,,CHAN TAI MAN,,MR CHAN TAI MAN,,111-111111-101,,,,Hang Seng Bank Ltd.,,,,,,,,,,
32,HSBC Referral,5,4,4,4,4,d1fbfe47-51a4-4db9-83e6-17472b01cad7,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,93000,93000,93000,93000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
33,HSBC Referral,5,4,5,5,5,1ba89dc3-a477-450d-a7f7-bd55469f5628,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,90000,90000,90000,90000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
34,HSBC Referral,5,5,6,6,6,7b17ff77-05ab-4618-90b1-f5f41deac2a8,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,200000,200000,200000,200000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
35,HSBC Referral,5,5,7,7,7,fe57572e-f967-4a0c-9a9d-3315d2ccaf93,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,100000,100000,100000,100000,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,same name HSBC account,
39,HSBC Referral,5,6,1,1,1,1fd9e993-bbbb-44ca-ba74-56f5359e0e03,True,True,True,True,True,1,1,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,25500,25500,25500,25500,HKD,HKD,HKD,HKD,,,CHAN TAI MAN,MR CHAN TAI MAN,CHAN,CHAN TAI MAN,333-333333-101,333-333333-101,333-333333-101,333-333333-101,The Hongkong and Shanghai Banking Corporation Limited,The Hongkong and Shanghai Banking Corporation Limited,HSBC,The Hongkong and Shanghai Banking Corporation Limited,MR        CHAN TAI MAN,CHAN TAI MAN,CHAN,MR CHAN TAI MAN,111-111111-101,111-111111-101,111-111111-101,111-111111-101,Hang Seng Bank Ltd.,Hang Seng Bank Ltd.,HASE,Hang Seng Bank Ltd.,CWTF,Default transaction,,,FPS,,"Other payments same as reported payments 1, 2, 4, 5, 6, and 7.",
